"","approx_year_built","cats_allowed","coop_condo","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","sale_price","sq_footage","walk_score","Zipcode","total_charges"
"1396",1964,"Yes","co-op","other","Yes","gas","no","Eat_In",655,2,1,0,5,NA,900,"Walker's Paradise","West Queens",0
"1397",1990,"No","condo","other","No","gas","no","Efficient",0,2,2,0,5,NA,NA,"Walker's Paradise","West Queens",647.75
"1398",1945,"No","co-op",NA,"No","oil","no","Eat_In",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1399",2004,"Yes","condo","formal","Yes","gas","no","Efficient",0,2,2,2,5,NA,1625,"Very Walkable","Southwest Queens",726.916666666667
"1400",1952,"No","co-op",NA,"No","oil","no","Combo",NA,3,2,1,6,NA,1600,"Very Walkable","West Central Queens",0
"1401",1955,"No","co-op","combo","No","gas","yes","Eat_In",NA,3,1,1,6,NA,1100,"Walker's Paradise","West Central Queens",0
"1402",1955,"Yes","co-op","combo","Yes","oil","no","Eat_In",785,2,1,0,5,NA,1000,"Walker's Paradise","West Central Queens",0
"1403",1955,"Yes","co-op","combo","Yes","gas","no","Eat_In",807,2,1,0,4,NA,900,"Walker's Paradise","West Central Queens",0
"1404",1959,"No","co-op","combo","No","oil","no","Eat_In",615,1,1,0,3,NA,775,"Walker's Paradise","West Central Queens",0
"1405",1964,"Yes","co-op",NA,"Yes","oil","no","Efficient",426,NA,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1406",1949,"Yes","co-op","combo","Yes","gas","yes","Efficient",721,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1407",1955,"Yes","co-op","combo","Yes","gas","no","Efficient",829,2,1,0,4,NA,875,"Walker's Paradise","West Central Queens",0
"1408",1961,"No","co-op",NA,"No","gas","no","Eat_In",NA,3,1,1,6,NA,NA,"Walker's Paradise","West Central Queens",0
"1409",1950,"Yes","co-op","formal","Yes","oil","yes","Efficient",601,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1410",1960,"Yes","co-op","formal","Yes","gas","no","Efficient",641,1,1,0,3,NA,780,"Walker's Paradise","West Central Queens",0
"1411",1960,"No","co-op","formal","No","gas","no","Efficient",601,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1412",1940,"No","co-op","formal","No","gas","no","Eat_In",613,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1413",1965,"No","co-op","formal","No","gas","no","Eat_In",576,2,1,0,6,NA,NA,"Walker's Paradise","West Queens",0
"1414",1952,"No","co-op","other","No","gas","no","Efficient",944,2,1,0,6,NA,875,"Walker's Paradise","West Central Queens",0
"1415",1961,"No","co-op","formal","No","gas","no","Eat_In",NA,3,2,0,6,NA,1200,"Very Walkable","West Queens",0
"1416",1952,"No","co-op",NA,"No","oil","no","Combo",NA,3,2,0,5,NA,1300,"Very Walkable","West Queens",0
"1417",1964,"No","co-op","other","No","gas","no","Eat_In",849,2,1,1,6,NA,1200,"Very Walkable","West Queens",0
"1418",1960,"No","co-op","combo","No","gas","no","Eat_In",685,2,1,0,5,NA,960,"Very Walkable","West Queens",0
"1419",1961,"No","co-op","formal","No","oil","no","Efficient",415,1,1,0,3,NA,NA,"Very Walkable","West Queens",0
"1420",1951,"Yes","co-op","formal","Yes","gas","no","Efficient",NA,1,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1421",1950,"No","co-op","formal","No","gas","no","Eat_In",724,1,1,0,3,NA,800,"Very Walkable","West Queens",0
"1422",1950,"No","co-op",NA,"No",NA,"no","Efficient",646,1,1,0,4,NA,NA,"Very Walkable","West Queens",0
"1423",1952,"No","co-op","other","No",NA,"no","Eat_In",630,NA,1,0,3,NA,600,"Walker's Paradise","West Central Queens",0
"1424",1952,"Yes","co-op","combo","Yes","gas","no","Combo",784,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1425",1952,"No","co-op","combo","No","electric","no","Efficient",731,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1426",1930,"No","co-op","formal","No","oil","no","Eat_In",699,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1427",1959,"No","co-op","formal","No","oil","no","Efficient",671,1,1,0,4,NA,NA,"Very Walkable","West Queens",0
"1428",1962,"No","co-op",NA,"No","gas","no","Eat_In",804,2,1,0,5,NA,NA,"Very Walkable","West Queens",0
"1429",1957,"No","co-op","formal","No","gas","no","Eat_In",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1430",1952,"No","co-op",NA,"No","oil","no","Eat_In",NA,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1431",1955,"No","co-op","combo","No","oil","no","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1432",1952,"Yes","co-op","other","Yes","electric","yes","Eat_In",NA,3,1,1,6,NA,NA,"Walker's Paradise","West Central Queens",0
"1433",1952,"No","co-op","combo","No","oil","no","Combo",702,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1434",1950,"No","co-op","formal","No","gas","no","Eat_In",919,1,1,0,4,NA,960,"Very Walkable","North Queens",0
"1435",1950,"Yes","co-op","formal","No","gas","no","Efficient",544,2,1,1,5,NA,NA,"Very Walkable","Northeast Queens",0
"1436",1950,"Yes","co-op","combo","No","gas","no","Efficient",376,1,1,0,3,NA,NA,"Very Walkable","Northeast Queens",0
"1437",1984,"Yes","condo","formal","Yes","gas","yes","Eat_In",0,3,2,0,8,NA,NA,"Car-Dependent","Northeast Queens",685.333333333333
"1438",1960,"No","co-op","combo","No","oil","no","Efficient",413,NA,1,0,2,NA,NA,"Very Walkable","West Queens",0
"1439",1954,"No","co-op","combo","No","gas","no","Eat_In",706,2,1,0,5,NA,800,"Very Walkable","North Queens",0
"1440",1975,"No","co-op","formal","No","gas","no","Eat_In",830,2,1,0,4,NA,NA,"Very Walkable","West Central Queens",0
"1441",1965,"No","co-op","combo","No","gas","yes","Efficient",NA,2,1,0,4,NA,900,"Very Walkable","Central Queens",0
"1442",1952,"Yes","condo","combo","Yes","oil","no","Eat_In",0,1,1,0,4,NA,687,"Very Walkable","West Central Queens",523.666666666667
"1443",2010,"No","condo","formal","No","gas","no","Combo",0,3,2,0,6,NA,NA,"Walker's Paradise","West Central Queens",270.833333333333
"1444",1956,"Yes","co-op",NA,"Yes","gas","no","Eat_In",822,3,1,0,5,NA,NA,"Walker's Paradise","Northwest Queens",0
"1445",1959,"No","co-op",NA,"No","other","no","Eat_In",NA,1,1,0,4,NA,NA,"Very Walkable","North Queens",0
"1446",1982,"No","condo","formal","No","gas","no","Eat_In",0,1,1,0,4,NA,950,"Very Walkable","North Queens",1039.58333333333
"1447",1951,"No","co-op","combo","No","gas","no","Combo",995,3,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1448",2012,"No","condo","combo","No","gas","no","Eat_In",0,1,1,0,4,NA,NA,"Somewhat Walkable","North Queens",311.75
"1449",1960,"No","co-op","combo","No","oil","no","Eat_In",530,1,1,0,4,NA,700,"Walker's Paradise","North Queens",0
"1450",1940,"No","co-op",NA,"No","gas","no","Efficient",NA,3,1,0,6,NA,NA,"Walker's Paradise","Central Queens",0
"1451",1950,"No","co-op","combo","No","gas","yes","Eat_In",620,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"1452",1950,"No","co-op","formal","No","gas","no","Efficient",NA,2,1,0,6,NA,NA,"Very Walkable","Central Queens",0
"1453",1974,"No","condo","formal","No","gas","no","Efficient",0,2,2,0,5,NA,NA,"Walker's Paradise","Southwest Queens",804.5
"1454",1950,"Yes","co-op","combo","No","oil","no","Efficient",880,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1455",1952,"No","co-op","other","No","gas","no","Efficient",775,2,1,0,5,NA,950,"Walker's Paradise","West Central Queens",0
"1456",1952,"Yes","co-op","formal","Yes","gas","no",NA,595,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1457",1966,"Yes","co-op","formal","Yes","gas","yes","Eat_In",NA,2,2,0,5,NA,NA,"Very Walkable","North Queens",0
"1458",1982,"No","condo",NA,"No","gas","no","Eat_In",0,1,1,0,4,NA,NA,"Very Walkable","North Queens",837.166666666667
"1459",1950,"Yes","co-op","formal","No","gas","no","Efficient",544,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1460",2011,"Yes","condo","formal","Yes","gas","no","Efficient",0,2,1,0,5,NA,957,"Very Walkable","North Queens",323.333333333333
"1461",1999,"No","condo",NA,"No","gas","no","Combo",0,1,1,0,3,NA,650,"Walker's Paradise","North Queens",404.333333333333
"1462",1950,"No","co-op","combo","No","gas","no","Eat_In",620,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"1463",1970,"No","co-op","combo","No","oil","no","Efficient",544,NA,1,0,3,NA,NA,"Walker's Paradise","Jamaica",0
"1464",1950,"No","co-op","combo","No","oil","no","Efficient",NA,1,1,0,4,NA,NA,"Walker's Paradise","Jamaica",0
"1465",2016,"No","condo","formal","No","gas","yes","Eat_In",0,2,2,0,5,NA,988,"Walker's Paradise","Southwest Queens",348.333333333333
"1466",2008,"No","condo","combo","No","gas","no","Eat_In",162,1,1,0,3,NA,NA,"Very Walkable","West Central Queens",NA
"1467",1987,"No","condo","combo","No","gas","no","Combo",0,2,1,0,4,NA,NA,"Walker's Paradise","North Queens",779
"1468",1983,"Yes","condo","formal","No","gas","yes","Eat_In",0,2,2,0,5,NA,NA,"Very Walkable","North Queens",1381
"1469",2010,"No","condo","formal","No","gas","no","Combo",0,3,2,0,6,NA,1500,"Walker's Paradise","West Central Queens",270.833333333333
"1470",2010,"No","condo","formal","No","gas","no","Combo",0,3,2,0,6,NA,1600,"Walker's Paradise","West Central Queens",270.833333333333
"1471",1982,"No","condo","formal","No","gas","yes","Combo",0,2,2,0,5,NA,1134,"Very Walkable","North Queens",1107.41666666667
"1472",1955,"No","co-op","combo","No","gas","no","Efficient",349,3,1,0,3,NA,NA,"Very Walkable","Southwest Queens",0
"1473",1912,"No","co-op",NA,"No","electric","no","Efficient",738,NA,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"1474",1953,"Yes","co-op","combo","No","gas","no","Combo",NA,3,1,0,5,NA,NA,"Car-Dependent","North Queens",0
"1475",1941,"No","condo","formal","No","gas","no","Efficient",0,4,1,0,7,NA,1524,"Walker's Paradise","West Central Queens",NA
"1476",1957,"No","condo",NA,"No","oil","no","Combo",0,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",456
"1477",1953,"No","co-op","combo","No","gas","no","Combo",NA,3,1,0,5,NA,NA,"Somewhat Walkable","North Queens",0
"1478",2004,"No","condo","other","No","gas","no","Eat_In",0,1,1,0,3,NA,550,"Walker's Paradise","West Queens",214.75
"1479",1960,"No","co-op",NA,"Yes","gas","no","Combo",NA,3,3,0,6,NA,1650,"Walker's Paradise","West Central Queens",0
"1480",1965,"Yes","co-op",NA,"Yes","gas","yes","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1481",1960,"No","co-op","formal","No","gas","no","Eat_In",NA,2,1,0,6,NA,1300,"Walker's Paradise","West Central Queens",0
"1482",1953,"Yes","co-op","combo","Yes","gas","no","Combo",976,1,1,0,3,NA,850,"Somewhat Walkable","North Queens",0
"1483",1955,"Yes","co-op","formal","Yes","gas","no","Eat_In",NA,3,2,0,6,NA,1350,"Walker's Paradise","West Central Queens",0
"1484",1953,"No","co-op","combo","No","oil","no","Eat_In",NA,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1485",1955,"Yes","co-op","formal","Yes","oil","no","Eat_In",NA,3,2,0,6,NA,NA,"Walker's Paradise","West Central Queens",0
"1486",1950,"No","co-op","combo","No","oil","no","Efficient",683,1,1,0,0,NA,850,"Walker's Paradise","West Central Queens",0
"1487",2006,"No","condo","other","No","gas","no","Eat_In",214,2,1,0,5,NA,NA,"Walker's Paradise","West Queens",NA
"1488",2009,"Yes","condo","combo","Yes","gas","yes","Efficient",0,3,2,0,6,NA,847,"Walker's Paradise","West Queens",240.666666666667
"1489",2009,"No","condo","combo","Yes","gas","no","Combo",0,1,1,1,4,NA,592,"Walker's Paradise","West Queens",222.583333333333
"1490",2010,"No","condo","formal","No","gas","no","Efficient",0,2,2,0,6,NA,860,"Walker's Paradise","West Queens",195
"1491",2000,"No","condo",NA,"No","gas","no","Eat_In",0,1,1,0,3,NA,620,"Walker's Paradise","West Queens",339
"1492",1952,"Yes","co-op","combo","No","oil","no","Eat_In",494,1,1,0,1,NA,500,"Walker's Paradise","West Central Queens",0
"1493",1950,"No","co-op","combo","No",NA,"no","Efficient",NA,4,2,0,8,NA,NA,"Walker's Paradise","West Central Queens",0
"1494",1939,"No","co-op",NA,"No","oil","yes","Eat_In",909,1,1,0,3,NA,100,"Walker's Paradise","West Central Queens",0
"1495",1996,"No","co-op","other","No","oil","no","Eat_In",606,1,1,0,3,NA,NA,"Very Walkable","West Queens",0
"1496",1950,"No","co-op","other","No","oil","no","Efficient",700,1,1,0,3,NA,NA,"Very Walkable","West Queens",0
"1497",2011,"No","condo","formal","No","gas","no","Eat_In",0,3,2,0,7,NA,NA,"Walker's Paradise","West Queens",120.833333333333
"1498",1939,"Yes","co-op","none","Yes","oil","no","Eat_In",854,1,1,0,3,NA,850,"Walker's Paradise","West Central Queens",0
"1499",1958,"Yes","co-op","combo","No","oil","no","Efficient",962,1,1,0,3,NA,NA,"Somewhat Walkable","North Queens",0
"1500",1965,"No","co-op","formal","No","oil","yes","Eat_In",NA,2,2,0,5,NA,1300,"Walker's Paradise","West Central Queens",0
"1501",1965,"No","co-op",NA,"No","oil","yes","Eat_In",NA,2,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1502",1964,"No","co-op","formal","No","oil","yes","Eat_In",NA,1,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1503",1965,"No","co-op","formal","No","oil","yes","Efficient",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1504",1965,"No","co-op","formal","No","gas","no","Eat_In",NA,2,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1505",1965,"No","co-op",NA,"No","oil","yes","Eat_In",NA,2,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1506",1965,"No","co-op","formal","No","gas","no","Combo",NA,2,2,0,5,NA,1300,"Walker's Paradise","West Central Queens",0
"1507",1956,"No","co-op","formal","No","oil","no","Eat_In",625,1,1,0,3,NA,750,"Walker's Paradise","West Central Queens",0
"1508",1959,"No","co-op","combo","No","oil","no","Combo",620,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1509",1932,"No","co-op","combo","No","gas","no","Eat_In",737,1,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1510",1942,"No","co-op","other","No","oil","no","Combo",700,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1511",1951,"Yes","condo","combo","Yes","gas","no","Combo",0,5,2,0,5,NA,980,"Very Walkable","West Central Queens",618.083333333333
"1512",1951,"No","co-op","combo","No","oil","yes","Eat_In",NA,3,2,0,6,NA,NA,"Walker's Paradise","West Central Queens",0
"1513",1940,"No","co-op","combo","No","gas","no","Eat_In",570,NA,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"1514",1965,"No","co-op","combo","No","gas","no","Combo",656,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1515",2007,"No","co-op","formal","No","gas","no","Eat_In",NA,2,1,0,5,NA,1100,"Walker's Paradise","West Central Queens",0
"1516",1949,"No","co-op","combo","No","gas","no","Efficient",NA,1,1,0,4,NA,NA,"Somewhat Walkable","West Central Queens",0
"1517",1936,"No","co-op","formal","No","gas","no","Combo",795,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1518",1992,"Yes","condo","combo","Yes","gas","no","Eat_In",0,1,1,1,5,NA,904,"Walker's Paradise","West Central Queens",969.083333333333
"1519",1992,"Yes","condo","formal","Yes","gas","yes","Efficient",0,1,1,1,4,NA,914,"Walker's Paradise","West Central Queens",1326.16666666667
"1520",NA,"No","co-op",NA,"No",NA,"no",NA,NA,NA,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1521",2008,"No","condo","combo","No","gas","no","Combo",0,2,1,1,5,NA,1742,"Very Walkable","West Queens",382.416666666667
"1522",2008,"No","condo","combo","No","gas","no","Eat_In",0,2,1,1,5,NA,751,"Very Walkable","West Queens",268
"1523",1956,"No","co-op","combo","No",NA,"no","Eat_In",NA,3,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1524",2006,"No","condo","combo","No","gas","no","Eat_In",0,1,1,0,3,NA,NA,"Very Walkable","West Queens",160.666666666667
"1525",1950,"No","co-op",NA,"No","oil","no","Eat_In",748,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1526",1940,"Yes","co-op","other","Yes","gas","yes","Combo",933,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1527",1941,"Yes","co-op","formal","Yes","oil","yes","Eat_In",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1528",1941,"No","co-op","combo","No","oil","no","Efficient",NA,2,1,0,4,NA,928,"Walker's Paradise","West Central Queens",0
"1529",1928,"Yes","co-op","other","No","oil","no","Eat_In",797,2,1,0,4,NA,1000,"Very Walkable","Southwest Queens",0
"1530",1936,"No","co-op","formal","No","gas","no","Eat_In",NA,2,2,0,5,NA,1300,"Very Walkable","Southwest Queens",0
"1531",1940,"Yes","co-op","other","Yes","gas","no","Eat_In",820,1,1,0,4,NA,NA,"Walker's Paradise","Southwest Queens",0
"1532",1965,"No","co-op",NA,"No","gas","yes",NA,NA,3,3,0,6,NA,1700,"Walker's Paradise","West Central Queens",0
"1533",1965,"No","co-op","combo","No","gas","yes","Combo",973,1,1,0,3,NA,750,"Walker's Paradise","Southwest Queens",0
"1534",1974,"No","co-op","combo","No",NA,"no","Efficient",NA,1,1,0,3,NA,800,"Walker's Paradise","Southwest Queens",0
"1535",1974,"No","co-op","formal","No",NA,"yes","Eat_In",NA,2,2,0,5,NA,1050,"Walker's Paradise","Southwest Queens",0
"1536",1950,"Yes","co-op","formal","Yes","gas","no","Eat_In",750,1,1,0,4,NA,800,"Walker's Paradise","Southwest Queens",0
"1537",1989,"No","condo","combo","No","gas","no","Combo",0,2,2,0,4,NA,1005,"Walker's Paradise","Southwest Queens",632.25
"1538",1989,"No","condo","formal","No","gas","no","Combo",0,3,3,0,7,NA,NA,"Car-Dependent","North Queens",932.666666666667
"1539",1983,"No","condo",NA,"No","gas","no",NA,180,1,1,0,3,NA,NA,"Very Walkable","North Queens",NA
"1540",1985,"Yes","condo","combo","Yes","gas","no","Eat_In",755,2,2,1,5,NA,1800,"Somewhat Walkable","North Queens",578.333333333333
"1541",1950,"No","co-op","combo","No","gas","no","Eat_In",880,1,1,0,3,NA,NA,"Walker's Paradise","Southwest Queens",0
"1542",1937,"Yes","co-op","formal","Yes","electric","no","Eat_In",NA,3,2,0,6,NA,NA,"Walker's Paradise","Southwest Queens",0
"1543",1960,"No","co-op","combo","No","oil","yes","Efficient",891,1,1,0,3,NA,NA,"Walker's Paradise","Southwest Queens",0
"1544",1960,"Yes","co-op","combo","Yes","gas","no","Efficient",427,NA,1,0,2,NA,NA,"Walker's Paradise","Southwest Queens",0
"1545",2017,"Yes","condo","combo","Yes","gas","no","Efficient",0,1,1,0,2,NA,712,"Walker's Paradise","North Queens",NA
"1546",1960,"No","co-op","other","No",NA,"no","Efficient",894,2,1,1,6,NA,NA,"Walker's Paradise","Southwest Queens",0
"1547",1985,"Yes","condo",NA,"Yes","gas","yes","Eat_In",0,3,2,1,6,NA,2200,"Somewhat Walkable","North Queens",1299.41666666667
"1548",2003,"No","condo","combo","No","gas","no","Eat_In",0,NA,2,0,4,NA,980,"Walker's Paradise","North Queens",NA
"1549",1987,"No","condo","combo","No","gas","no","Combo",0,1,1,0,3,NA,621,"Walker's Paradise","North Queens",1053.75
"1550",1987,"Yes","condo",NA,"Yes","gas","no","Eat_In",0,2,2,0,6,NA,NA,"Walker's Paradise","North Queens",933.083333333333
"1551",2001,"No","condo","combo","No","gas","no","Combo",0,2,2,0,5,NA,1027,"Walker's Paradise","North Queens",847
"1552",1950,"No","co-op","combo","No","gas","no","Efficient",NA,1,1,0,3,NA,800,"Walker's Paradise","North Queens",0
"1553",2015,"No","condo","combo","No","gas","no","Combo",0,1,1,0,4,NA,NA,"Walker's Paradise","North Queens",134.416666666667
"1554",1987,"No","condo","combo","No","gas","no","Combo",0,1,1,0,3,NA,650,"Walker's Paradise","North Queens",559
"1555",1962,"No","co-op","formal","No","oil","no","Eat_In",480,1,1,0,4,NA,735,"Walker's Paradise","North Queens",0
"1556",1962,"No","co-op","formal","No","oil","no","Eat_In",577,1,1,0,4,NA,750,"Walker's Paradise","North Queens",0
"1557",1962,"No","co-op","formal","No","gas","no","Combo",415,1,1,0,4,NA,NA,"Walker's Paradise","North Queens",0
"1558",2015,"No","condo","formal","No","gas","no","Eat_In",0,NA,1,0,2,NA,495,"Walker's Paradise","North Queens",236.75
"1559",2015,"No","condo","formal","No","gas","no","Eat_In",0,1,1,0,2,NA,680,"Walker's Paradise","North Queens",337.333333333333
"1560",2015,"No","condo","formal","No","gas","no","Eat_In",0,NA,1,0,2,NA,680,"Walker's Paradise","North Queens",337.333333333333
"1561",2015,"No","condo","formal","No","gas","no","Eat_In",0,1,1,0,2,NA,680,"Walker's Paradise","North Queens",337.333333333333
"1562",1950,"No","co-op","other","No","gas","no","Combo",552,1,1,0,3,NA,NA,"Walker's Paradise","North Queens",0
"1563",1986,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,5,NA,NA,"Walker's Paradise","North Queens",716.666666666667
"1564",1928,"No","co-op","combo","No","gas","no","Combo",615,1,1,0,3,NA,600,"Walker's Paradise","North Queens",0
