"","approx_year_built","cats_allowed","coop_condo","dining_room_type","dogs_allowed","fuel_type","garage_exists","kitchen_type","maintenance_cost","num_bedrooms","num_full_bathrooms","num_half_bathrooms","num_total_rooms","sale_price","sq_footage","walk_score","Zipcode","total_charges"
"1184",1955,"Yes","co-op",NA,"No","gas","no","Efficient",584,1,1,0,3,NA,NA,"Somewhat Walkable","Central Queens",0
"1185",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",908,2,1,0,4,NA,NA,"Very Walkable","Northeast Queens",0
"1186",1955,"Yes","co-op","formal","Yes","gas","yes","Efficient",913,2,1,0,5,NA,1000,"Walker's Paradise","West Central Queens",0
"1187",1955,"Yes","co-op","combo","No","gas","yes","Combo",632,1,1,0,3,NA,750,"Walker's Paradise","West Central Queens",0
"1188",1950,"No","co-op","formal","No","oil","no","Efficient",534,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1189",1950,"Yes","co-op","combo","Yes","oil","yes","Efficient",929,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1190",1950,"Yes","co-op","formal","No","gas","no","Eat_In",500,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1191",1955,"No","co-op","combo","No","gas","no","Eat_In",NA,2,1,1,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1192",1945,"No","co-op","combo","No","gas","no","Eat_In",805,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1193",1949,"No","co-op",NA,"No","oil","no","Combo",679,1,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"1194",1947,"No","co-op","formal","No","gas","no","Efficient",NA,3,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1195",1951,"Yes","co-op","other","Yes",NA,"yes","Eat_In",493,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1196",1955,"Yes","co-op","formal","Yes","oil","no","Efficient",658,1,1,0,3,NA,700,"Very Walkable","Central Queens",0
"1197",1960,"No","co-op",NA,"No","gas","no","Efficient",429,NA,1,0,1,NA,500,"Walker's Paradise","West Central Queens",0
"1198",1950,"No","condo","combo","No","gas","no","Eat_In",0,2,1,0,4,NA,NA,"Car-Dependent","Northeast Queens",336
"1199",1950,"No","co-op",NA,"No","gas","no","Eat_In",NA,3,2,0,8,NA,NA,"Walker's Paradise","West Central Queens",0
"1200",1949,"No","co-op","other","No","oil","yes","Efficient",612,1,1,0,3,NA,621,"Walker's Paradise","West Central Queens",0
"1201",1949,"Yes","co-op","combo","Yes","gas","yes","Eat_In",899,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1202",1950,"Yes","co-op","combo","Yes",NA,"no","Efficient",658,1,1,0,3,NA,NA,"Very Walkable","Central Queens",0
"1203",1932,"No","co-op","formal","No","gas","yes","Eat_In",996,2,2,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1204",1950,"No","co-op","formal","No",NA,"no","Efficient",NA,2,1,0,5,NA,865,"Very Walkable","Central Queens",0
"1205",1940,"Yes","co-op",NA,"Yes","oil","no","Combo",700,1,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"1206",1950,"No","co-op","formal","No",NA,"no","Efficient",NA,2,1,0,5,NA,NA,"Very Walkable","Central Queens",0
"1207",1950,"No","co-op",NA,"No","gas","no","Eat_In",745,1,1,0,4,NA,NA,"Very Walkable","Central Queens",0
"1208",1949,"No","co-op","combo","No","oil","no","Eat_In",740,1,1,0,4,NA,750,"Walker's Paradise","West Central Queens",0
"1209",1954,"No","co-op",NA,"No","gas","yes","Efficient",NA,3,2,0,8,NA,NA,"Walker's Paradise","West Central Queens",0
"1210",1956,"No","co-op","formal","No","gas","no","Efficient",NA,2,2,0,7,NA,NA,"Walker's Paradise","West Central Queens",0
"1211",1939,"No","co-op","combo","No","oil","no","Combo",791,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1212",1940,"No","co-op","formal","No","gas","no","Eat_In",817,1,1,0,4,NA,725,"Walker's Paradise","West Central Queens",0
"1213",1942,"No","co-op","other","No",NA,"yes","Eat_In",NA,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1214",1940,"No","co-op","other","No","oil","yes","Eat_In",805,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1215",1950,"Yes","co-op","formal","No","gas","no","Efficient",542,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1216",1955,"Yes","co-op","combo","No","gas","no","Combo",578,1,1,0,3,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1217",1940,"No","co-op","other","No","other","no","Eat_In",NA,2,2,0,4,NA,1155,"Walker's Paradise","West Central Queens",0
"1218",1940,"No","co-op","other","No","other","no","Eat_In",NA,2,2,0,5,NA,1231,"Walker's Paradise","West Central Queens",0
"1219",1940,"No","co-op","other","No","other","no","Eat_In",NA,4,2,0,7,NA,1557,"Walker's Paradise","West Central Queens",0
"1220",1950,"Yes","condo","formal","Yes","oil","no","Eat_In",0,2,2,0,5,NA,1215,"Walker's Paradise","West Central Queens",1082
"1221",1950,"Yes","co-op","combo","No","gas","no","Efficient",461,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1222",1950,"No","co-op","formal","No","oil","no","Efficient",652,1,1,0,3,NA,NA,"Very Walkable","Central Queens",0
"1223",1949,"Yes","co-op","combo","Yes","gas","no","Efficient",753,2,1,0,5,NA,NA,"Very Walkable","Central Queens",0
"1224",1967,"No","co-op","formal","No","gas","no","Eat_In",NA,2,2,0,6,NA,1415,"Walker's Paradise","West Central Queens",0
"1225",1967,"No","co-op","formal","No","gas","yes","Eat_In",NA,2,2,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1226",1962,"Yes","co-op",NA,"No","gas","yes","Eat_In",750,1,1,0,4,NA,752,"Walker's Paradise","West Central Queens",0
"1227",1964,"Yes","co-op","combo","No","gas","no","Efficient",687,1,1,0,1,NA,625,"Walker's Paradise","West Central Queens",0
"1228",1964,"Yes","co-op",NA,"No","gas","no","Combo",540,NA,1,0,2,NA,NA,"Walker's Paradise","West Central Queens",0
"1229",1964,"Yes","co-op","combo","No","gas","no","Combo",897,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1230",1964,"Yes","co-op","combo","No","gas","no","Combo",715,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1231",1964,"No","co-op",NA,"No","gas","no","Combo",876,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1232",1964,"Yes","co-op","combo","No","gas","no","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1233",1964,"Yes","co-op","formal","No","gas","no","Combo",NA,2,1,0,4,NA,NA,"Walker's Paradise","West Central Queens",0
"1234",1964,"Yes","co-op","combo","No","gas","no","Combo",683,NA,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1235",1964,"Yes","co-op","combo","No","gas","no","Combo",851,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1236",1955,"No","co-op","formal","No","oil","no","Eat_In",NA,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1237",1950,"No","co-op","combo","No","oil","no","Combo",677,NA,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1238",1950,"Yes","co-op","combo","Yes","oil","no","Eat_In",715,1,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1239",1950,"Yes","condo","combo","Yes","gas","no","Efficient",0,1,1,0,4,NA,NA,"Somewhat Walkable","Central Queens",610
"1240",2007,"No","condo","formal","No","gas","no","Eat_In",0,3,2,0,8,NA,1400,"Very Walkable","Central Queens",684.833333333333
"1241",1955,"No","co-op",NA,"No","oil","no",NA,NA,1,1,0,4,NA,700,"Walker's Paradise","West Central Queens",0
"1242",1956,"No","co-op","combo","No","gas","yes","Eat_In",NA,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1243",1955,"Yes","co-op","combo","No","gas","no","Efficient",858,1,1,0,3,NA,850,"Somewhat Walkable","North Queens",0
"1244",2004,"Yes","condo","formal","Yes","gas","no","Efficient",0,3,2,0,7,NA,1100,"Very Walkable","Central Queens",174.5
"1245",2004,"Yes","condo","formal","Yes","gas","no","Efficient",0,3,2,0,6,NA,1100,"Very Walkable","Central Queens",174.5
"1246",1950,"Yes","co-op","combo","Yes","oil","yes","Eat_In",702,1,1,0,4,NA,NA,"Somewhat Walkable","Southeast Queens",0
"1247",1940,"Yes","condo","other","Yes","gas","no","Eat_In",0,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",742.916666666667
"1248",1969,"Yes","co-op","combo","Yes","gas","no","Efficient",NA,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1249",1955,"Yes","co-op","combo","No","oil","yes","Efficient",NA,3,1,0,5,NA,NA,"Car-Dependent","North Queens",0
"1250",1950,"No","co-op","combo","No","gas","yes","Efficient",448,1,1,0,2,NA,333,"Walker's Paradise","West Central Queens",0
"1251",1950,"No","co-op","combo","No","oil","no","Eat_In",514,1,1,0,3,NA,585,"Somewhat Walkable","Southeast Queens",0
"1252",1950,"No","co-op","combo","Yes","oil","no","Eat_In",730,2,1,0,4,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1253",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",NA,2,1,0,4,NA,721,"Somewhat Walkable","Southeast Queens",0
"1254",1940,"Yes","co-op","other","Yes","other","no","Combo",NA,2,1,0,4,NA,980,"Walker's Paradise","West Queens",0
"1255",1940,"Yes","co-op","other","Yes","other","no","Combo",NA,2,1,0,4,NA,1020,"Walker's Paradise","West Queens",0
"1256",1940,"Yes","co-op","other","Yes","other","no","Combo",NA,2,1,0,4,NA,1171,"Walker's Paradise","West Queens",0
"1257",1940,"Yes","co-op","other","Yes","other","no","Eat_In",801,2,2,0,4,NA,1217,"Walker's Paradise","West Queens",0
"1258",1940,"Yes","co-op","formal","Yes","other","no","Eat_In",NA,3,2,0,5,NA,1518,"Walker's Paradise","West Queens",0
"1259",1940,"Yes","co-op","other","Yes","other","no","Combo",697,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1260",1950,"Yes","co-op","combo","Yes","gas","no","Efficient",673,2,1,0,4,NA,651,"Very Walkable","Southeast Queens",0
"1261",1938,"Yes","co-op",NA,"Yes","oil","no","Eat_In",750,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1262",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",702,2,1,0,4,NA,721,"Very Walkable","Southeast Queens",0
"1263",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",734,2,1,0,4,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1264",1962,"Yes","co-op",NA,"Yes","gas","no","Efficient",470,1,1,0,3,NA,600,"Walker's Paradise","West Queens",0
"1265",1965,"No","co-op","other","No","gas","no","Efficient",408,NA,1,0,2,NA,430,"Walker's Paradise","West Queens",0
"1266",1947,"No","co-op","combo","No","oil","no","Efficient",630,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1267",1955,"No","co-op","formal","No","gas","no","Eat_In",NA,1,1,0,3,NA,450,"Very Walkable","West Central Queens",0
"1268",NA,"No","co-op",NA,"No",NA,"no",NA,NA,2,1,0,5,NA,NA,"Very Walkable","Northeast Queens",0
"1269",1952,"No","co-op","combo","No","oil","yes","Combo",505,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1270",1955,"No","co-op","combo","No","gas","no","Eat_In",509,1,1,0,4,NA,NA,"Very Walkable","Northeast Queens",0
"1271",1950,"Yes","co-op",NA,"No","gas","no","Eat_In",475,NA,1,0,1,NA,380,"Walker's Paradise","West Central Queens",0
"1272",1950,"Yes","co-op","combo","Yes","gas","no","Eat_In",722,2,1,0,4,NA,766,"Walker's Paradise","Southeast Queens",0
"1273",1940,"Yes","co-op","other","Yes","oil","no","Eat_In",615,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1274",1940,"No","co-op","formal","No","gas","no","Eat_In",NA,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1275",1980,"Yes","condo","formal","Yes","gas","no","Eat_In",350,2,1,0,4,NA,900,"Walker's Paradise","West Queens",NA
"1276",1949,"Yes","co-op","combo","Yes","gas","no","Eat_In",529,1,1,0,3,NA,585,"Very Walkable","Southeast Queens",0
"1277",1940,"No","condo","combo","No","oil","no","Efficient",499,1,1,0,4,NA,NA,"Walker's Paradise","Northwest Queens",NA
"1278",1937,"Yes","co-op","other","Yes","gas","no","Eat_In",928,2,1,0,4,NA,1000,"Walker's Paradise","West Queens",0
"1279",1937,"No","co-op",NA,"No",NA,"no","Eat_In",NA,3,2,0,5,NA,1350,"Walker's Paradise","West Queens",0
"1280",1939,"No","co-op","combo","No","oil","no","Efficient",701,1,1,0,3,NA,800,"Walker's Paradise","West Central Queens",0
"1281",1938,"No","co-op","formal","No","oil","no","Efficient",864,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1282",1932,"No","co-op","combo","No","gas","no","Eat_In",879,2,1,0,5,NA,NA,"Walker's Paradise","West Central Queens",0
"1283",1950,"Yes","co-op",NA,"Yes",NA,"no","Efficient",778,2,1,0,5,NA,750,"Very Walkable","Central Queens",0
"1284",1977,"No","condo","combo","No","gas","no","Eat_In",310,1,1,0,4,NA,NA,"Very Walkable","Southwest Queens",NA
"1285",1950,"Yes","co-op",NA,"Yes","gas","no","Efficient",841,2,1,0,5,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1286",1939,"Yes","co-op","combo","Yes","gas","no","Eat_In",NA,2,2,0,5,NA,NA,"Walker's Paradise","West Queens",0
"1287",1939,"Yes","co-op","combo","Yes","oil","no","Eat_In",674,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1288",1929,"No","co-op","combo","No","oil","no","Eat_In",683,1,1,0,3,NA,NA,"Walker's Paradise","West Central Queens",0
"1289",1950,"Yes","co-op",NA,"Yes","gas","no","Efficient",844,2,1,0,5,NA,NA,"Somewhat Walkable","Northeast Queens",0
"1290",1955,"No","co-op","combo","No","oil","no","Efficient",854,3,1,0,4,NA,NA,"Walker's Paradise","Central Queens",0
"1291",1950,"Yes","co-op","combo","Yes","oil","no","Efficient",663,1,1,0,3,NA,590,"Somewhat Walkable","Southwest Queens",0
"1292",1956,"Yes","co-op","combo","No","gas","no","Efficient",756,1,1,1,4,NA,235,"Somewhat Walkable","Southeast Queens",0
"1293",1956,"No","co-op","combo","No","gas","no","Efficient",741,1,1,0,4,NA,850,"Very Walkable","Northeast Queens",0
"1294",1950,"No","co-op","formal","No","oil","no","Eat_In",NA,2,2,0,6,NA,1200,"Walker's Paradise","West Queens",0
"1295",1955,"Yes","co-op",NA,"Yes","oil","no","Eat_In",616,NA,1,0,3,NA,NA,"Very Walkable","Southeast Queens",0
"1296",1939,"No","condo","formal","No","gas","no","Efficient",0,3,1,0,6,NA,950,"Walker's Paradise","West Queens",784.916666666667
"1297",1950,"No","co-op","combo","No","oil","no","Efficient",540,1,1,0,3,NA,700,"Walker's Paradise","Southwest Queens",0
"1298",1967,"Yes","co-op","other","No","oil","no","Eat_In",493,2,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"1299",1967,"Yes","co-op","other","No","oil","no","Eat_In",493,2,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"1300",1954,"No","co-op",NA,"No","oil","yes","Eat_In",546,2,1,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1301",1950,"No","co-op","combo","No","electric","no","Combo",480,NA,1,0,3,NA,500,"Walker's Paradise","West Queens",0
"1302",1950,"No","co-op","other","No","gas","no","Eat_In",932,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1303",1955,"No","co-op","combo","No","gas","no","Eat_In",563,2,1,0,4,NA,NA,"Very Walkable","Southwest Queens",0
"1304",1939,"Yes","co-op",NA,"Yes","gas","no","Efficient",834,1,1,0,3,NA,950,"Walker's Paradise","Southwest Queens",0
"1305",1950,"Yes","co-op","formal","Yes","oil","no","Eat_In",959,2,1,0,4,NA,1000,"Walker's Paradise","Southwest Queens",0
"1306",1950,"Yes","co-op","combo","No","oil","no","Eat_In",745,1,1,0,3,NA,700,"Walker's Paradise","Southwest Queens",0
"1307",1956,"Yes","co-op",NA,"No","gas","no","Eat_In",784,1,1,0,3,NA,NA,"Walker's Paradise","Southwest Queens",0
"1308",1932,"No","co-op","combo","No","oil","no","Eat_In",NA,2,1,2,4,NA,NA,"Walker's Paradise","Southwest Queens",0
"1309",1945,"No","co-op",NA,"No","oil","no","Efficient",652,NA,1,0,3,NA,NA,"Walker's Paradise","Southwest Queens",0
"1310",1929,"No","co-op","other","No","oil","no","Eat_In",864,1,1,0,3,NA,NA,"Walker's Paradise","Southwest Queens",0
"1311",1922,"No","co-op","other","No","other","no","Combo",674,1,1,0,2,NA,NA,"Walker's Paradise","Southwest Queens",0
"1312",1956,"No","co-op","combo","No","electric","no","Combo",375,1,1,0,3,NA,508,"Walker's Paradise","West Queens",0
"1313",2004,"No","condo","combo","No","gas","no","Combo",0,1,1,0,3,NA,NA,"Very Walkable","Southwest Queens",319.5
"1314",2004,"No","condo",NA,"No","gas","yes","Eat_In",0,2,1,1,4,NA,1000,"Very Walkable","Southwest Queens",457.75
"1315",1954,"No","co-op","combo","No","gas","yes","Eat_In",685,2,1,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1316",1950,"No","co-op","formal","No","oil","no","Efficient",527,1,1,0,2,NA,600,"Walker's Paradise","Southwest Queens",0
"1317",1931,"No","co-op","formal","No","oil","no","Eat_In",978,1,1,0,4,NA,NA,"Walker's Paradise","Southwest Queens",0
"1318",1960,"No","co-op","formal","No","oil","no","Efficient",817,1,1,0,3,NA,800,"Very Walkable","North Queens",0
"1319",1956,"Yes","co-op","combo","Yes",NA,"no","Eat_In",933,2,1,0,5,NA,NA,"Very Walkable","Jamaica",0
"1320",1960,"No","co-op","formal","No","oil","no","Efficient",817,1,1,0,3,NA,800,"Very Walkable","Jamaica",0
"1321",1956,"Yes","co-op","formal","Yes","gas","no","Eat_In",983,2,1,0,5,NA,1200,"Very Walkable","Jamaica",0
"1322",NA,"Yes","condo","combo","Yes","electric","yes","Combo",0,2,1,1,4,NA,NA,"Very Walkable","Southwest Queens",639.083333333333
"1323",1930,"No","co-op","combo","No","gas","no","Eat_In",789,2,1,0,4,NA,1000,"Walker's Paradise","West Queens",0
"1324",1965,"Yes","co-op","formal","No","gas","no","Efficient",NA,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1325",1962,"No","co-op","formal","No","oil","yes","Efficient",442,NA,1,1,3,NA,525,"Walker's Paradise","West Queens",0
"1326",1962,"No","co-op","combo","No","oil","no","Eat_In",790,1,1,0,3,NA,750,"Walker's Paradise","West Queens",0
"1327",1954,"No","condo","combo","No","gas","no","Efficient",0,2,1,0,4,NA,952,"Walker's Paradise","West Queens",843.666666666667
"1328",1959,"No","co-op","formal","No","gas","yes","Eat_In",805,2,1,0,5,NA,NA,"Walker's Paradise","Jamaica",0
"1329",1960,"No","co-op","formal","No","gas","no","Efficient",NA,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1330",1939,"Yes","co-op","formal","Yes","gas","yes","Combo",914,1,1,0,6,NA,900,"Very Walkable","Jamaica",0
"1331",1950,"No","co-op","other","No","gas","no","Eat_In",929,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"1332",1920,"Yes","co-op","formal","Yes","gas","yes","Efficient",NA,1,1,0,4,NA,900,"Very Walkable","Jamaica",0
"1333",1939,"No","co-op","formal","No",NA,"no","Efficient",910,1,1,0,4,NA,NA,"Very Walkable","Jamaica",0
"1334",1950,"Yes","co-op","combo","Yes","oil","no","Combo",765,2,1,0,4,NA,NA,"Very Walkable","Jamaica",0
"1335",1953,"Yes","co-op","combo","Yes","gas","yes","Efficient",609,1,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"1336",1954,"Yes","co-op","combo","Yes","gas","yes","Combo",461,NA,1,0,3,NA,NA,"Very Walkable","Jamaica",0
"1337",1941,"No","co-op","formal","No",NA,"no","Eat_In",917,1,1,0,3,NA,950,"Walker's Paradise","Southwest Queens",0
"1338",1941,"Yes","co-op","combo","Yes","oil","no","Eat_In",829,1,1,0,4,NA,NA,"Walker's Paradise","Southwest Queens",0
"1339",1952,"No","co-op",NA,"No","oil","no","Eat_In",393,1,1,0,2,NA,NA,"Very Walkable","Jamaica",0
"1340",1950,"Yes","co-op","combo","No","oil","no","Eat_In",720,2,1,0,4,NA,1100,"Walker's Paradise","Southwest Queens",0
"1341",1969,"No","co-op","combo","No","gas","no","Efficient",602,1,1,0,3,NA,650,"Walker's Paradise","Southwest Queens",0
"1342",1969,"No","co-op","combo","No","gas","no","Combo",960,2,2,0,6,NA,NA,"Walker's Paradise","Southwest Queens",0
"1343",1960,"No","co-op",NA,"No","oil","no","Eat_In",516,NA,1,0,2,NA,NA,"Very Walkable","Southwest Queens",0
"1344",2012,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,5,NA,1096,"Walker's Paradise","West Queens",386.5
"1345",2012,"No","condo","formal","No","gas","no","Eat_In",0,3,2,0,7,NA,1386,"Walker's Paradise","West Queens",400.833333333333
"1346",1951,"No","condo","formal","No","oil","no","Eat_In",0,1,1,0,5,NA,706,"Walker's Paradise","West Queens",598.5
"1347",1925,"No","co-op","combo","No","oil","no","Eat_In",647,1,1,0,3,NA,NA,"Very Walkable","Southwest Queens",0
"1348",1964,"No","co-op","combo","No","gas","no","Efficient",NA,1,1,0,3,NA,NA,"Very Walkable","West Queens",0
"1349",1960,"No","co-op","combo","No","oil","no","Combo",842,2,1,0,4,NA,825,"Very Walkable","West Queens",0
"1350",1964,"No","co-op","combo","No","oil","yes","Efficient",685,1,1,0,3,NA,800,"Very Walkable","West Queens",0
"1351",1966,"Yes","co-op","formal","No","oil","no","Eat_In",NA,3,2,0,6,NA,NA,"Very Walkable","Southwest Queens",0
"1352",1937,"Yes","co-op","combo","Yes","oil","no","Efficient",575,1,1,0,4,NA,875,"Walker's Paradise","West Queens",0
"1353",1951,"No","co-op",NA,"No","gas","no","Eat_In",804,2,1,0,4,NA,850,"Walker's Paradise","West Queens",0
"1354",1955,"Yes","co-op","formal","No","gas","no","Combo",644,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1355",NA,"No","co-op","combo","No","gas","no","Eat_In",NA,1,1,0,3,NA,NA,"Walker's Paradise","West Queens",0
"1356",1960,"No","co-op","formal","No","gas","no","Eat_In",NA,1,1,0,3,NA,NA,"Very Walkable","West Queens",0
"1357",1963,"No","co-op",NA,"No","gas","no","Efficient",998,2,2,0,5,NA,NA,"Very Walkable","West Queens",0
"1358",1963,"No","co-op","combo","No","gas","no","Efficient",546,1,1,0,3,NA,NA,"Very Walkable","West Queens",0
"1359",1960,"No","co-op","formal","No","gas","yes","Eat_In",500,NA,1,0,3,NA,575,"Very Walkable","West Queens",0
"1360",1927,"No","co-op",NA,"No","oil","no","Eat_In",631,1,1,0,3,NA,NA,"Walker's Paradise","Jamaica",0
"1361",1986,"No","condo",NA,"No","gas","no",NA,0,NA,1,0,0,NA,NA,"Walker's Paradise","West Queens",733.333333333333
"1362",1969,"Yes","condo","formal","No","gas","no","Eat_In",0,2,2,0,5,NA,1200,"Very Walkable","Southwest Queens",891.166666666667
"1363",1950,"No","co-op","combo","No","gas","no","Eat_In",890,2,1,0,5,NA,NA,"Walker's Paradise","West Queens",0
"1364",1958,"No","co-op",NA,"No","gas","no","Eat_In",575,NA,1,0,2,NA,NA,"Walker's Paradise","Jamaica",0
"1365",1950,"No","co-op","combo","No","gas","no","Efficient",877,1,1,0,4,NA,NA,"Walker's Paradise","Jamaica",0
"1366",1950,"No","co-op","formal","No","oil","no","Efficient",733,2,1,0,4,NA,NA,"Very Walkable","Southeast Queens",0
"1367",1963,"No","co-op","other","No","gas","no","Eat_In",677,2,1,0,4,NA,NA,"Very Walkable","Jamaica",0
"1368",1950,"No","co-op","formal","No","gas","no","Eat_In",NA,1,1,0,5,NA,NA,"Very Walkable","Jamaica",0
"1369",1962,"Yes","co-op","combo","No","oil","no","Efficient",NA,3,2,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1370",2007,"No","condo","formal","No","gas","yes","Combo",0,2,2,0,7,NA,1550,"Walker's Paradise","Jamaica",602.333333333333
"1371",1955,"No","co-op","other","No","gas","no","Eat_In",767,1,1,0,4,NA,650,"Very Walkable","Jamaica",0
"1372",1950,"No","co-op",NA,"No","oil","no","Efficient",439,NA,1,0,3,NA,NA,"Car-Dependent","Jamaica",0
"1373",1959,"No","co-op","combo","No","gas","no","Eat_In",NA,2,1,0,5,NA,800,"Walker's Paradise","Jamaica",0
"1374",1964,"No","co-op",NA,"No","oil","no","Efficient",810,1,1,0,3,NA,NA,"Walker's Paradise","Jamaica",0
"1375",1950,"No","co-op",NA,"No","oil","no","Efficient",461,NA,1,0,2,NA,NA,"Walker's Paradise","Jamaica",0
"1376",1960,"Yes","co-op","formal","Yes","gas","no","Efficient",848,2,1,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1377",1931,"No","co-op","combo","No","oil","no","Eat_In",528,1,1,0,3,NA,1000,"Walker's Paradise","West Queens",0
"1378",1935,"No","co-op",NA,"No","gas","no","Eat_In",NA,1,1,0,4,NA,NA,"Walker's Paradise","Jamaica",0
"1379",1950,"No","co-op","formal","No","gas","no","Efficient",720,2,2,0,5,NA,NA,"Very Walkable","Southwest Queens",0
"1380",1950,"Yes","co-op",NA,"No","gas","no","Efficient",465,NA,1,0,2,NA,500,"Walker's Paradise","West Queens",0
"1381",1952,"Yes","co-op","formal","No","gas","no","Efficient",NA,1,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1382",1951,"Yes","co-op","other","No","gas","yes","Eat_In",680,2,1,0,4,NA,NA,"Walker's Paradise","West Queens",0
"1383",1950,"No","co-op","formal","No","gas","yes","Eat_In",NA,3,3,0,7,NA,NA,"Very Walkable","Southwest Queens",0
"1384",2016,"No","condo","formal","No","gas","yes","Eat_In",0,2,2,0,6,NA,892,"Very Walkable","West Queens",308.25
"1385",1990,"No","condo","combo","No","gas","no","Eat_In",0,2,1,0,5,NA,NA,"Very Walkable","West Queens",393
"1386",1958,"Yes","co-op","combo","No","oil","no","Combo",872,1,1,0,3,NA,890,"Car-Dependent","North Queens",0
"1387",1987,"No","condo","formal","No",NA,"no","Efficient",0,2,2,0,5,NA,870,"Walker's Paradise","West Central Queens",884
"1388",1987,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,6,NA,881,"Walker's Paradise","West Central Queens",1203.83333333333
"1389",1989,"No","condo","formal","No","gas","no","Combo",0,2,2,0,4,NA,NA,"Walker's Paradise","West Central Queens",985
"1390",1987,"No","condo","combo","No","gas","no","Eat_In",0,2,2,0,6,NA,881,"Walker's Paradise","West Central Queens",1203.83333333333
"1391",1987,"No","condo","combo","No","electric","no","Eat_In",0,2,2,0,4,NA,NA,"Walker's Paradise","West Central Queens",NA
"1392",1962,"No","co-op","combo","No",NA,"no","Eat_In",643,1,1,0,4,NA,800,"Walker's Paradise","West Queens",0
"1393",1945,"No","co-op","combo","No","oil","no","Efficient",636,1,1,0,4,NA,875,"Walker's Paradise","West Queens",0
"1394",1959,"No","co-op","combo","No","oil","yes","Efficient",415,NA,1,0,2,NA,NA,"Walker's Paradise","West Queens",0
"1395",1964,"Yes","co-op","combo","Yes","gas","no","Eat_In",720,2,1,0,6,NA,1000,"Walker's Paradise","West Queens",0
